[INFO][SERVER] at [14:04:01:] [SOCKET] Echo sent: ////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][OBSTSACLES] at [14:04:01:] [SOCKET] Sent: O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Send to interface.c: ////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Sent to drone.c: ////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Received: /////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Echo sent: /////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][OBSTSACLES] at [14:04:01:] [SOCKET] Sent: O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Send to interface.c: /////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Sent to drone.c: /////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Received: //////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Echo sent: //////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][OBSTSACLES] at [14:04:01:] [SOCKET] Sent: O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Send to interface.c: //////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Sent to drone.c: //////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Received: ///////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Echo sent: ///////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][OBSTSACLES] at [14:04:01:] [SOCKET] Sent: O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Send to interface.c: ///////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Sent to drone.c: ///////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Received: ////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Echo sent: ////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][OBSTSACLES] at [14:04:01:] [SOCKET] Sent: O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Send to interface.c: ////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Sent to drone.c: ////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Received: /////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Echo sent: /////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][OBSTSACLES] at [14:04:01:] [SOCKET] Sent: O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Send to interface.c: /////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Sent to drone.c: /////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Received: //////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Echo sent: //////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][OBSTSACLES] at [14:04:01:] [SOCKET] Sent: O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Send to interface.c: //////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Sent to drone.c: //////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Received: ///////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Echo sent: ///////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][OBSTSACLES] at [14:04:01:] [SOCKET] Sent: O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Send to interface.c: ///////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Sent to drone.c: ///////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Received: ////////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Echo sent: ////////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][OBSTSACLES] at [14:04:01:] [SOCKET] Sent: O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Send to interface.c: ////////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Sent to drone.c: ////////////////O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][SERVER] at [14:04:01:] [SOCKET] Received: O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Echo sent: O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Send to interface.c: O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][OBSTSACLES] at [14:04:01:] [SOCKET] Echo received: O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [PIPE] Sent to drone.c: O[3]173.000,16.000|34.000,16.000|97.000,10.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Received: /
[INFO][OBSTACLES] at [14:04:01:] Generated Obstacles - O[4]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000
[INFO][SERVER] at [14:04:01:] [SOCKET] Echo sent: /
[INFO][SERVER] at [14:04:01:] [PIPE] Send to interface.c: /
[INFO][SERVER] at [14:04:01:] [PIPE] Sent to drone.c: /
[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:01:] Your current score: 0[INFO][INTERFACE] at [14:04:02:] Your current score: 0[INFO][INTERFACE] at [14:04:02:] Your current score: 0[INFO][INTERFACE] at [14:04:02:] Your current score: 0[INFO][INTERFACE] at [14:04:02:] Your current score: 0[INFO][SERVER] at [14:04:02:] [SOCKET] Received: O[4]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000
[INFO][OBSTSACLES] at [14:04:02:] [SOCKET] Sent: O[4]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000
[INFO][OBSTSACLES] at [14:04:02:] [SOCKET] Sent: O[4]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000
[INFO][SERVER] at [14:04:02:] [SOCKET] Echo sent: O[4]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000
[INFO][OBSTSACLES] at [14:04:02:] [SOCKET] Echo received: O[4]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000
[INFO][SERVER] at [14:04:02:] [PIPE] Send to interface.c: O[4]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000
[INFO][OBSTACLES] at [14:04:02:] Generated Obstacles - O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][SERVER] at [14:04:02:] [PIPE] Sent to drone.c: O[4]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000
[INFO][SERVER] at [14:04:02:] [SOCKET] Received: /O[4]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000
[INFO][SERVER] at [14:04:02:] [SOCKET] Echo sent: /O[4]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000
[INFO][SERVER] at [14:04:02:] [PIPE] Send to interface.c: /O[4]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000
[INFO][SERVER] at [14:04:02:] [PIPE] Sent to drone.c: /O[4]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000
[INFO][SERVER] at [14:04:02:] [SOCKET] Received: //
[INFO][SERVER] at [14:04:02:] [SOCKET] Echo sent: //
[INFO][SERVER] at [14:04:02:] [PIPE] Send to interface.c: //
[INFO][SERVER] at [14:04:02:] [PIPE] Sent to drone.c: //
[INFO][INTERFACE] at [14:04:02:] Your current score: 0[INFO][INTERFACE] at [14:04:02:] Your current score: 0[INFO][INTERFACE] at [14:04:02:] Your current score: 0[INFO][INTERFACE] at [14:04:02:] Your current score: 0[INFO][INTERFACE] at [14:04:02:] Your current score: 0[INFO][INTERFACE] at [14:04:02:] Your current score: 0[INFO][INTERFACE] at [14:04:02:] Your current score: 0[INFO][INTERFACE] at [14:04:02:] Your current score: 0[INFO][INTERFACE] at [14:04:02:] Your current score: 0[INFO][INTERFACE] at [14:04:03:] Your current score: 0[INFO][INTERFACE] at [14:04:03:] Your current score: 0[INFO][INTERFACE] at [14:04:03:] Your current score: 0[INFO][INTERFACE] at [14:04:03:] Your current score: 0[INFO][OBSTSACLES] at [14:04:03:] [SOCKET] Sent: O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][OBSTSACLES] at [14:04:03:] [SOCKET] Sent: O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][OBSTSACLES] at [14:04:03:] [SOCKET] Sent: O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][SERVER] at [14:04:03:] [SOCKET] Received: O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][OBSTSACLES] at [14:04:03:] [SOCKET] Echo received: O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][OBSTACLES] at [14:04:03:] Generated Obstacles - O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][SERVER] at [14:04:03:] [SOCKET] Echo sent: O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][SERVER] at [14:04:03:] [PIPE] Send to interface.c: O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][SERVER] at [14:04:03:] [PIPE] Sent to drone.c: O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][SERVER] at [14:04:03:] [SOCKET] Received: /O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][SERVER] at [14:04:03:] [SOCKET] Echo sent: /O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][SERVER] at [14:04:03:] [PIPE] Send to interface.c: /O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][SERVER] at [14:04:03:] [PIPE] Sent to drone.c: /O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][SERVER] at [14:04:03:] [SOCKET] Received: //O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][SERVER] at [14:04:03:] [SOCKET] Echo sent: //O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][SERVER] at [14:04:03:] [PIPE] Send to interface.c: //O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][SERVER] at [14:04:03:] [PIPE] Sent to drone.c: //O[5]173.000,16.000|34.000,16.000|97.000,10.000|151.000,24.000|77.000,22.000
[INFO][SERVER] at [14:04:03:] [SOCKET] Received: ///
[INFO][SERVER] at [14:04:03:] [SOCKET] Echo sent: ///
[INFO][SERVER] at [14:04:03:] [PIPE] Send to interface.c: ///
[INFO][SERVER] at [14:04:03:] [PIPE] Sent to drone.c: ///
